British Petroleum fell 5 to 286 on 14 million shares traded. Dealers said the multinational oil company was pressured by recent brokerage recommendations urging investors to switch into Shell Trading amp Transport.	What happened before recent brokerage recommendations urging?	British Petroleum fell 5 to 286 on 14 million shares traded	yes	Event Ordering
Religious leaders in Buffalo also condemned the shooting. Bishop Henry Mansell of the Archdiocese of Buffalo said it was `` an act of madness , '' but he went on to defend the Church 's opposition to abortion as `` respecting of human life in all its forms , especially the most vulnerable.	What happened before Religious leaders in Buffalo also condemned?	Bishop Henry Mansell of the Archdiocese of Buffalo said it was ` ` an act of madness	no	Event Ordering
Religious leaders in Buffalo also condemned the shooting. Bishop Henry Mansell of the Archdiocese of Buffalo said it was `` an act of madness , '' but he went on to defend the Church 's opposition to abortion as `` respecting of human life in all its forms , especially the most vulnerable.	What happened before Religious leaders in Buffalo also condemned?	he defend the Church 's opposition to abortion as ` ` respecting of human life in all its forms , especially the most vulnerable	no	Event Ordering
People are reading the boxes and deciding they want something that 's ` healthy' for you -- oats , bran. " Mr. Maxwell said he would n't be surprised if , over the next two years or so , General Mills ' share increased to 30 % or more.	What happened before People reading?	People deciding they want something that 's ` healthy ' for you	no	Event Ordering
People are reading the boxes and deciding they want something that 's ` healthy' for you -- oats , bran. " Mr. Maxwell said he would n't be surprised if , over the next two years or so , General Mills ' share increased to 30 % or more.	What happened before People reading?	Mr. Maxwell said he would n't be surprised if , over the next two years or so , General Mills ' share increased to 30 % or more	no	Event Ordering
The directors added that the two executives have n't reached a final decision to proceed with a bid and that until an offer is made the board will continue seeking higher offers from other bidders. The directors said if Messrs. Drabinsky and Gottlieb mail an offer to shareholders by Nov. 22 , it will reimburse them a maximum of C $ 8.5 million for expenses related to a bid.	What happened before The directors said?	The directors added that the two executives have n't reached a final decision to proceed with a bid and that until an offer is made the board will continue seeking higher offers from other bidders	no	Event Ordering
`` They paid an awful price for reproductive freedom and the women they served , '' she said. `` They risked their lives for that freedom.	What happened after They risked?	They paid an awful price for reproductive freedom and the women they served	yes	Event Ordering
`` They paid an awful price for reproductive freedom and the women they served , '' she said. `` They risked their lives for that freedom.	What happened after They risked?	the women they served	no	Event Ordering
`` They paid an awful price for reproductive freedom and the women they served , '' she said. `` They risked their lives for that freedom.	What happened after They risked?	They paid an awful price for reproductive freedom and the women they served she said They risked their lives for that freedom	yes	Event Ordering
The government called the 14-day waiting period `` another concession to the ` mafia' _ a disparaging term the government frequently uses to describe Miami 's exile Cuban community. Jose Basulto , founder of Brothers to the Rescue , a Cuban exile group that frequently rescues Cuban refugees from the Straits of Florida , called the latest ruling `` outrageous.	What happened after the government describe?	a Cuban exile group that frequently rescues Cuban refugees from the Straits of Florida	no	Event Ordering
The government called the 14-day waiting period `` another concession to the ` mafia' _ a disparaging term the government frequently uses to describe Miami 's exile Cuban community. Jose Basulto , founder of Brothers to the Rescue , a Cuban exile group that frequently rescues Cuban refugees from the Straits of Florida , called the latest ruling `` outrageous.	What happened after the government describe?	Jose Basulto , founder of Brothers to the Rescue , a Cuban exile group that frequently rescues Cuban refugees from the Straits of Florida , called the latest ruling ` ` outrageous	yes	Event Ordering
The government called the 14-day waiting period `` another concession to the ` mafia' _ a disparaging term the government frequently uses to describe Miami 's exile Cuban community. Jose Basulto , founder of Brothers to the Rescue , a Cuban exile group that frequently rescues Cuban refugees from the Straits of Florida , called the latest ruling `` outrageous.	What happened after the government describe?	The government called the 14-day waiting period ` ` another concession to the ` mafia ' _ a disparaging term the government frequently uses to describe Miami 's exile Cuban community	yes	Event Ordering
The government called the 14-day waiting period `` another concession to the ` mafia' _ a disparaging term the government frequently uses to describe Miami 's exile Cuban community. Jose Basulto , founder of Brothers to the Rescue , a Cuban exile group that frequently rescues Cuban refugees from the Straits of Florida , called the latest ruling `` outrageous.	What happened after the government describe?	a disparaging term the government frequently uses to describe Miami 's exile Cuban community	no	Event Ordering
`` It would be a travesty in common sense terms of Australian democracy for that proposition not to be put to the Australian people , '' Howard said. Even in his own Cabinet , Howard is becoming increasingly isolated with his monarchist stance.	What happened before Even in his own Cabinet Howard becoming?	It would be a travesty in common sense terms of Australian democracy for that proposition not to be put to the Australian people Howard said , Howard is becoming increasingly isolated with his monarchist stance	no	Event Ordering
The man who hurled a grenade at security guards at the U.S. embassy here seconds before the bomb exploded was positively identified Thursday as two more suspects -- one Arab , one Sudanese -- who had been arrested , Kenya 's national newspapers reported Friday. Local sources said that the plan of bombing U.S. embassies in Kenya and Tanzania took three months to complete and bombers destined for Kenya were dispatched through Somalia and Rwanda.	What happened after The man who hurled a grenade at security guards at the U.S. embassy here seconds before the bomb exploded positively identified?	one Arab , one Sudanese who arrested	yes	Event Ordering
The man who hurled a grenade at security guards at the U.S. embassy here seconds before the bomb exploded was positively identified Thursday as two more suspects -- one Arab , one Sudanese -- who had been arrested , Kenya 's national newspapers reported Friday. Local sources said that the plan of bombing U.S. embassies in Kenya and Tanzania took three months to complete and bombers destined for Kenya were dispatched through Somalia and Rwanda.	What happened after The man who hurled a grenade at security guards at the U.S. embassy here seconds before the bomb exploded positively identified?	Kenya 's national newspapers reported Friday	yes	Event Ordering
The man who hurled a grenade at security guards at the U.S. embassy here seconds before the bomb exploded was positively identified Thursday as two more suspects -- one Arab , one Sudanese -- who had been arrested , Kenya 's national newspapers reported Friday. Local sources said that the plan of bombing U.S. embassies in Kenya and Tanzania took three months to complete and bombers destined for Kenya were dispatched through Somalia and Rwanda.	What happened after The man who hurled a grenade at security guards at the U.S. embassy here seconds before the bomb exploded positively identified?	Local sources said that the plan of bombing U.S. embassies in Kenya and Tanzania took three months to complete and bombers destined for Kenya were dispatched through Somalia and Rwanda	yes	Event Ordering
The man who hurled a grenade at security guards at the U.S. embassy here seconds before the bomb exploded was positively identified Thursday as two more suspects -- one Arab , one Sudanese -- who had been arrested , Kenya 's national newspapers reported Friday. Local sources said that the plan of bombing U.S. embassies in Kenya and Tanzania took three months to complete and bombers destined for Kenya were dispatched through Somalia and Rwanda.	What happened after The man who hurled a grenade at security guards at the U.S. embassy here seconds before the bomb exploded positively identified?	bombers destined for Kenya dispatched through Somalia and Rwanda	no	Event Ordering
The man who hurled a grenade at security guards at the U.S. embassy here seconds before the bomb exploded was positively identified Thursday as two more suspects -- one Arab , one Sudanese -- who had been arrested , Kenya 's national newspapers reported Friday. Local sources said that the plan of bombing U.S. embassies in Kenya and Tanzania took three months to complete and bombers destined for Kenya were dispatched through Somalia and Rwanda.	What happened after The man who hurled a grenade at security guards at the U.S. embassy here seconds before the bomb exploded positively identified?	The man who hurled a grenade at security guards at the U.S. embassy here seconds before the bomb exploded	no	Event Ordering
The man who hurled a grenade at security guards at the U.S. embassy here seconds before the bomb exploded was positively identified Thursday as two more suspects -- one Arab , one Sudanese -- who had been arrested , Kenya 's national newspapers reported Friday. Local sources said that the plan of bombing U.S. embassies in Kenya and Tanzania took three months to complete and bombers destined for Kenya were dispatched through Somalia and Rwanda.	What happened after The man who hurled a grenade at security guards at the U.S. embassy here seconds before the bomb exploded positively identified?	the bomb exploded	no	Event Ordering
But if Elian is forced to go back to Cuba , `` the Clinton-Gore administration , specifically ( Vice President ) Al Gore , will pay a high price in terms of votes in Florida , '' Perez said. Cuba experts and child custody lawyers said the INS ruling was appropriate under the law.	What happened before Elian forced?	Cuba experts and child custody lawyers said the INS ruling was appropriate under the law	no	Event Ordering
But if Elian is forced to go back to Cuba , `` the Clinton-Gore administration , specifically ( Vice President ) Al Gore , will pay a high price in terms of votes in Florida , '' Perez said. Cuba experts and child custody lawyers said the INS ruling was appropriate under the law.	What happened before Elian forced?	Cuba experts and child custody lawyers said the INS ruling was appropriate under the law	no	Event Ordering
However , it is important to note that installing or implementing Internet technologies for technology 's sake would not ensure instant success.	What happened before installing?	implementing Internet technologies for technology 's sake	no	Event Ordering
Meanwhile , personal income edged up 0.3 %. Factory owners are buying new machinery at a healthy rate this fall , machine-tool makers say.	What happened after Factory owners buying?	Meanwhile personal income edged up 0.3 %	no	Event Ordering
Rescued on Nov. 25 by fishermen off the Florida coast , Elian has become the subject of an international custody battle. His mother died in a boating accident trying to get Elian and herself to the United States.	What happened before His mother trying?	Rescued on Nov. 25 by fishermen off the Florida coast Elian become the subject of an international custody battle	no	Event Ordering
Rescued on Nov. 25 by fishermen off the Florida coast , Elian has become the subject of an international custody battle. His mother died in a boating accident trying to get Elian and herself to the United States.	What happened before His mother trying?	Rescued on Nov. 25 by fishermen off the Florida coast Elian become the subject of an international custody battle	no	Event Ordering
Slepian was killed by a single gunshot fired from a wooded area through a window of his home. Kopp purports to be a devout Roman Catholic , and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement , the U.S. Justice Department said last year.	What happened after Slepian killed?	a single gunshot fired from a wooded area through a window of his home	no	Event Ordering
Slepian was killed by a single gunshot fired from a wooded area through a window of his home. Kopp purports to be a devout Roman Catholic , and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement , the U.S. Justice Department said last year.	What happened after Slepian killed?	Kopp purports to be a devout Roman Catholic	yes	Event Ordering
Slepian was killed by a single gunshot fired from a wooded area through a window of his home. Kopp purports to be a devout Roman Catholic , and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement , the U.S. Justice Department said last year.	What happened after Slepian killed?	jobs he held over the past 20 years	no	Event Ordering
Slepian was killed by a single gunshot fired from a wooded area through a window of his home. Kopp purports to be a devout Roman Catholic , and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement , the U.S. Justice Department said last year.	What happened after Slepian killed?	the majority of jobs he has held over the past 20 years related to the anti - abortion movement	no	Event Ordering
Slepian was killed by a single gunshot fired from a wooded area through a window of his home. Kopp purports to be a devout Roman Catholic , and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement , the U.S. Justice Department said last year.	What happened after Slepian killed?	the U.S. Justice Department said last year	yes	Event Ordering
" Whatever capital it ( Sansui ) needs so it can compete and become a totally global entity capable of competing with the best in the world , that capital will be injected , " Mr. Nadir said. And while Polly Peck is n't jettisoning the existent top-management structure of Sansui , it is bringing in a former Toshiba Corp. executive as executive vice president and chief operating officer.	What happened before Whatever capital it ( Sansui ) needs so it can compete and become a totally global entity capable of competing with the best in the world , that capital will be injected Mr. Nadir said?	while Polly Peck is n't jettisoning the existent top - management structure of Sansui it bringing in a former Toshiba Corp. executive as executive vice president and chief operating officer	no	Event Ordering
The combined effect of these changes is expected to save the company about $4 million in interest expenses next year , or six cents a share. Shoney 's said the latest restructuring affected bank indebtedness that was incurred to finance $585 million of the company 's $728 million recapitalization that took place in 1988.	What happened after The combined effect of these changes expected?	Shoney 's said the latest restructuring affected bank indebtedness that was incurred to finance $ 585 million of the company 's $ 728 million recapitalization that took place in 1988	no	Event Ordering
The combined effect of these changes is expected to save the company about $4 million in interest expenses next year , or six cents a share. Shoney 's said the latest restructuring affected bank indebtedness that was incurred to finance $585 million of the company 's $728 million recapitalization that took place in 1988.	What happened after The combined effect of these changes expected?	bank indebtedness that incurred to finance $ 585 million of the company 's $ 728 million recapitalization that took place in 1988	no	Event Ordering
The combined effect of these changes is expected to save the company about $4 million in interest expenses next year , or six cents a share. Shoney 's said the latest restructuring affected bank indebtedness that was incurred to finance $585 million of the company 's $728 million recapitalization that took place in 1988.	What happened after The combined effect of these changes expected?	the company 's $ 728 million recapitalization that took place in 1988	no	Event Ordering
Kellogg 's current share is believed to be slightly under 40 % while General Mills ' share is about 27 %. Led by its oat-based Cheerios line , General Mills has gained an estimated 2 % share so far this year , mostly at the expense of Kellogg.	What happened before Led by its oat - based Cheerios line General Mills gained?	Kellogg 's current share believed to be slightly under 40 % while General Mills ' share is about 27 %	no	Event Ordering
Helicopters are flying over northern New York today trying to locate people stranded without food , heat or medicine.	What happened after people stranded?	Helicopters flying over northern New York today trying to locate people stranded without food , heat or medicine	yes	Event Ordering
Helicopters are flying over northern New York today trying to locate people stranded without food , heat or medicine.	What happened after people stranded?	Helicopters locate people stranded without food , heat or medicine	yes	Event Ordering
Since 1985 _ when the Israelis created a security buffer zone southern Lebanon _ nearly 200 Israeli soldiers have been killed fighting Hezbollah and other guerrillas. Last week , Hezbollah fighters killed three Israeli soldiers and seriously wounded six others.	What happened after Since 1985 _ when the Israelis created a security buffer zone southern Lebanon nearly 200 Israeli soldiers killed?	nearly 200 Israeli soldiers fighting Hezbollah and other guerrillas	no	Event Ordering
Since 1985 _ when the Israelis created a security buffer zone southern Lebanon _ nearly 200 Israeli soldiers have been killed fighting Hezbollah and other guerrillas. Last week , Hezbollah fighters killed three Israeli soldiers and seriously wounded six others.	What happened after Since 1985 _ when the Israelis created a security buffer zone southern Lebanon nearly 200 Israeli soldiers killed?	Last week Hezbollah fighters killed three Israeli soldiers	yes	Event Ordering
Since 1985 _ when the Israelis created a security buffer zone southern Lebanon _ nearly 200 Israeli soldiers have been killed fighting Hezbollah and other guerrillas. Last week , Hezbollah fighters killed three Israeli soldiers and seriously wounded six others.	What happened after Since 1985 _ when the Israelis created a security buffer zone southern Lebanon nearly 200 Israeli soldiers killed?	Last week Hezbollah fighters seriously wounded six others	yes	Event Ordering
Since 1985 _ when the Israelis created a security buffer zone southern Lebanon _ nearly 200 Israeli soldiers have been killed fighting Hezbollah and other guerrillas. Last week , Hezbollah fighters killed three Israeli soldiers and seriously wounded six others.	What happened after Since 1985 _ when the Israelis created a security buffer zone southern Lebanon nearly 200 Israeli soldiers killed?	1985 when the Israelis created a security buffer zone southern Lebanon	no	Event Ordering
Bethlehem Steel Corp. , hammered by higher costs and lower shipments to key automotive and service-center customers , posted a 54 % drop in third-quarter profit. Separately , two more of the nation 's top steelmakers -- Armco Inc. and National Intergroup Inc. -- reported lower operating earnings in their steel businesses , marking what is generally believed to be the end of a two-year boom in the industry.	What happened after Separately two more of the nation 's top steelmakers -- Armco Inc. and National Intergroup Inc. -- reported?	Bethlehem Steel Corp. hammered by higher costs and lower shipments to key automotive and service - center customers	no	Event Ordering
Bethlehem Steel Corp. , hammered by higher costs and lower shipments to key automotive and service-center customers , posted a 54 % drop in third-quarter profit. Separately , two more of the nation 's top steelmakers -- Armco Inc. and National Intergroup Inc. -- reported lower operating earnings in their steel businesses , marking what is generally believed to be the end of a two-year boom in the industry.	What happened after Separately two more of the nation 's top steelmakers -- Armco Inc. and National Intergroup Inc. -- reported?	Bethlehem Steel Corp. , hammered by higher costs and lower shipments to key automotive and service - center customers , posted a 54 % drop in third - quarter profit	no	Event Ordering
`` I am not talking on behalf of anyone in the area ... but myself , '' Hussein said. In the United Nations , Libya called for the replacement of U.S. forces in the Persian Gulf with Arab League forces and U.N. soldiers.	What happened after I am not talking on behalf of anyone in the area ... but myself Hussein said?	In the United Nations Libya called for the replacement of U.S. forces in the Persian Gulf with Arab League forces and U.N. soldiers	no	Event Ordering
Mr. Junius said Nashua 's " intention is to remain an independent public company. " The company said it amended its shareholder rights plan by reducing to 10 % from 20 % the level of ownership by an outsider that would trigger the issuance to other holders of rights to buy additional shares of Nashua common at half price.	What happened before it reducing?	Mr. Junius said Nashua 's " intention is to remain an independent public company	no	Event Ordering
Mr. Thompson calls discounting " a loser 's game for anyone without a dominant market share , " and projected that Anheuser 's statement of intent could simply be a means of warning competitors to ease up on price-cutting or face a costly and fruitless battle. Mr. Thompson noted that the disappointing earnings , which fell five cents a share short of his own projections , contributed to the sell-off by an edgy and currently unforgiving investing public.	What happened before Mr. Thompson projected?	Mr. Thompson noted that the disappointing earnings , which fell five cents a share short of his own projections , contributed to the sell - off by an edgy and currently unforgiving investing public	no	Event Ordering
Mr. Thompson calls discounting " a loser 's game for anyone without a dominant market share , " and projected that Anheuser 's statement of intent could simply be a means of warning competitors to ease up on price-cutting or face a costly and fruitless battle. Mr. Thompson noted that the disappointing earnings , which fell five cents a share short of his own projections , contributed to the sell-off by an edgy and currently unforgiving investing public.	What happened before Mr. Thompson projected?	the disappointing earnings which fell five cents a share short of his own projections	yes	Event Ordering
Mr. Thompson calls discounting " a loser 's game for anyone without a dominant market share , " and projected that Anheuser 's statement of intent could simply be a means of warning competitors to ease up on price-cutting or face a costly and fruitless battle. Mr. Thompson noted that the disappointing earnings , which fell five cents a share short of his own projections , contributed to the sell-off by an edgy and currently unforgiving investing public.	What happened before Mr. Thompson projected?	the disappointing earnings , which fell five cents a share short of his own projections , contributed to the sell - off by an edgy and currently unforgiving investing public	no	Event Ordering
Mr. Thompson calls discounting " a loser 's game for anyone without a dominant market share , " and projected that Anheuser 's statement of intent could simply be a means of warning competitors to ease up on price-cutting or face a costly and fruitless battle. Mr. Thompson noted that the disappointing earnings , which fell five cents a share short of his own projections , contributed to the sell-off by an edgy and currently unforgiving investing public.	What happened before Mr. Thompson projected?	Mr. Thompson calls discounting " a loser 's game for anyone without a dominant market share	no	Event Ordering
Under the plan , unsecured creditors , who are owed about $430 million , would receive about $92 million , or 21 cents for each dollar they are owed. In addition , they will receive stock in the reorganized company , which will be named Ranger Industries Inc.	What happened before the reorganized company which will named?	unsecured creditors who owed about $ 430 million	yes	Event Ordering
Under the plan , unsecured creditors , who are owed about $430 million , would receive about $92 million , or 21 cents for each dollar they are owed. In addition , they will receive stock in the reorganized company , which will be named Ranger Industries Inc.	What happened before the reorganized company which will named?	each dollar they owed	yes	Event Ordering
Meanwhile , Egypt 's official Middle East News Agency said Thursday that Saddam was the target of an assassination attempt , which led to `` large-scale '' arrests , including some close associates of the Iraqi strongman. The agency quoted witnesses as saying tanks and armored cars are patrolling the streets of Baghdad.	What happened before The agency quoted?	Meanwhile Egypt 's official Middle East News Agency said Thursday that Saddam was the target of an assassination attempt , which led to ` ` large - scale '' arrests , including some close associates of the Iraqi strongman	no	Event Ordering
Meanwhile , Egypt 's official Middle East News Agency said Thursday that Saddam was the target of an assassination attempt , which led to `` large-scale '' arrests , including some close associates of the Iraqi strongman. The agency quoted witnesses as saying tanks and armored cars are patrolling the streets of Baghdad.	What happened before The agency quoted?	an assassination attempt which led to ` ` large - scale '' arrests , including some close associates of the Iraqi strongman	yes	Event Ordering
Albright 's visit to East Africa was designed in part to demonstrate U.S. resolve in the face of growing terrorist threats to Americans. Some Kenyans have complained that after the Nairobi bombing , rescuers gave priority to finding American victims and to protecting evidence at the expense of saving African lives.	What happened before Albright 's visit to East Africa designed?	Some Kenyans complained that after the Nairobi bombing , rescuers gave priority to finding American victims and to protecting evidence at the expense of saving African lives	no	Event Ordering
Albright 's visit to East Africa was designed in part to demonstrate U.S. resolve in the face of growing terrorist threats to Americans. Some Kenyans have complained that after the Nairobi bombing , rescuers gave priority to finding American victims and to protecting evidence at the expense of saving African lives.	What happened before Albright 's visit to East Africa designed?	after the Nairobi bombing rescuers gave priority to finding American victims and to protecting evidence at the expense of saving African lives	no	Event Ordering
Albright 's visit to East Africa was designed in part to demonstrate U.S. resolve in the face of growing terrorist threats to Americans. Some Kenyans have complained that after the Nairobi bombing , rescuers gave priority to finding American victims and to protecting evidence at the expense of saving African lives.	What happened before Albright 's visit to East Africa designed?	rescuers protecting evidence at the expense of saving African lives	no	Event Ordering
Some analysts have said Courtaulds ' moves could boost the company 's value by 5 % to 10 % , because the two entities separately will carry a higher price earnings multiple than they did combined. In addition , Courtaulds said the moves are logical because they will allow both the chemicals and textile businesses to focus more closely on core activities.	What happened before Some analysts said?	combined	no	Event Ordering
Some analysts have said Courtaulds ' moves could boost the company 's value by 5 % to 10 % , because the two entities separately will carry a higher price earnings multiple than they did combined. In addition , Courtaulds said the moves are logical because they will allow both the chemicals and textile businesses to focus more closely on core activities.	What happened before Some analysts said?	In addition Courtaulds said the moves are logical because they will allow both the chemicals and textile businesses to focus more closely on core activities	no	Event Ordering
Bush , commenting on the two-week gulf crisis from his vacation home in Maine , said he saw little reason to be optimistic about a settlement of the dispute , which stems from Iraq 's invasion of oil-wealthy Kuwait and its subsequent military buildup on the border of Saudi Arabia. After a two-hour meeting at his Kennebunkport home with King Hussein of Jordan , Bush said , `` I did not come away with any feeling of hope '' that Iraq would withdraw its army from Kuwait.	What happened after Bush commenting on the two - week gulf crisis from his vacation home in Maine said?	he saw little reason to be optimistic about a settlement of the dispute , which stems from Iraq 's invasion of oil - wealthy Kuwait and its subsequent military buildup on the border of Saudi Arabia	no	Event Ordering
Bush , commenting on the two-week gulf crisis from his vacation home in Maine , said he saw little reason to be optimistic about a settlement of the dispute , which stems from Iraq 's invasion of oil-wealthy Kuwait and its subsequent military buildup on the border of Saudi Arabia. After a two-hour meeting at his Kennebunkport home with King Hussein of Jordan , Bush said , `` I did not come away with any feeling of hope '' that Iraq would withdraw its army from Kuwait.	What happened after Bush commenting on the two - week gulf crisis from his vacation home in Maine said?	After a two - hour meeting at his Kennebunkport home with King Hussein of Jordan Bush said I did not come away with any feeling of hope '' that Iraq would withdraw its army from Kuwait	yes	Event Ordering
Bush , commenting on the two-week gulf crisis from his vacation home in Maine , said he saw little reason to be optimistic about a settlement of the dispute , which stems from Iraq 's invasion of oil-wealthy Kuwait and its subsequent military buildup on the border of Saudi Arabia. After a two-hour meeting at his Kennebunkport home with King Hussein of Jordan , Bush said , `` I did not come away with any feeling of hope '' that Iraq would withdraw its army from Kuwait.	What happened after Bush commenting on the two - week gulf crisis from his vacation home in Maine said?	Bush commenting on the two - week gulf crisis from his vacation home in Maine	yes	Event Ordering
In the business world , the Internet - through intranet and extranet solutions - has become an invaluable tool for companies to harness so as to gain a competitive edge. The solutions are also vital components in developing the borderless marketing flagship application which is a vital element for spearheading the development of the Multimedia Super Corridor ( MSC ) project.	What happened before In the business world the Internet - through intranet and extranet solutions become?	developing the borderless marketing flagship application which is a vital element for spearheading the development of the Multimedia Super Corridor ( MSC ) project	no	Event Ordering
The Nikkei index was pressured down by profit-taking triggered by sharp advances made through this week and fell 151.20 points to 35527.29. In early trading in Tokyo Monday , the Nikkei index fell 148.85 points to 35378.44.	What happened after The Nikkei index fell?	In early trading in Tokyo Monday the Nikkei index fell 148.85 points to 35378.44	no	Event Ordering
The Nikkei index was pressured down by profit-taking triggered by sharp advances made through this week and fell 151.20 points to 35527.29. In early trading in Tokyo Monday , the Nikkei index fell 148.85 points to 35378.44.	What happened after The Nikkei index fell?	The Nikkei index pressured down by profit - taking triggered by sharp advances made through this week	no	Event Ordering
The Nikkei index was pressured down by profit-taking triggered by sharp advances made through this week and fell 151.20 points to 35527.29. In early trading in Tokyo Monday , the Nikkei index fell 148.85 points to 35378.44.	What happened after The Nikkei index fell?	profit - taking triggered by sharp advances made through this week	no	Event Ordering
On Tuesday , the National Abortion and Reproductive Rights Action League plans to hold a news conference to screen a television advertisement _ made last week , before Slepian died _ featuring Emily Lyons , a nurse who was badly wounded earlier this year in the bombing of an abortion clinic in Alabama. The advertisement , said Kelli Conlin , the executive director of the New York State affiliate of Naral , is intended to spotlight D'Amato 's vote against the 1994 Freedom of Access to Clinic Entrances Act , which Schumer sponsored.	What happened before a nurse who badly wounded?	The advertisement said Kelli Conlin , the executive director of the New York State affiliate of Naral , is intended to spotlight D'Amato 's vote against the 1994 Freedom of Access to Clinic Entrances Act , which Schumer sponsored	no	Event Ordering
On Tuesday , the National Abortion and Reproductive Rights Action League plans to hold a news conference to screen a television advertisement _ made last week , before Slepian died _ featuring Emily Lyons , a nurse who was badly wounded earlier this year in the bombing of an abortion clinic in Alabama. The advertisement , said Kelli Conlin , the executive director of the New York State affiliate of Naral , is intended to spotlight D'Amato 's vote against the 1994 Freedom of Access to Clinic Entrances Act , which Schumer sponsored.	What happened before a nurse who badly wounded?	the 1994 Freedom of Access to Clinic Entrances Act which Schumer sponsored	yes	Event Ordering
On Tuesday , the National Abortion and Reproductive Rights Action League plans to hold a news conference to screen a television advertisement _ made last week , before Slepian died _ featuring Emily Lyons , a nurse who was badly wounded earlier this year in the bombing of an abortion clinic in Alabama. The advertisement , said Kelli Conlin , the executive director of the New York State affiliate of Naral , is intended to spotlight D'Amato 's vote against the 1994 Freedom of Access to Clinic Entrances Act , which Schumer sponsored.	What happened before a nurse who badly wounded?	On Tuesday the National Abortion and Reproductive Rights Action League plans to hold a news conference to screen a television advertisement _ made last week , before Slepian died _ featuring Emily Lyons , a nurse who was badly wounded earlier this year in the bombing of an abortion clinic in Alabama .	no	Event Ordering
